date,trainset_id,fault_type,severity,resolved_in_hours,caused_withdrawal
2025-04-13,TS-014,hvac_failure,critical,86.5,False
2025-04-13,TS-004,telecom_down,medium,9.6,False
2025-04-13,TS-012,pantograph_fault,critical,81.8,True
2025-04-13,TS-011,coupling_issue,high,28.2,True
2025-04-14,TS-003,coupling_issue,critical,63.7,True
2025-04-14,TS-019,pantograph_fault,low,3.3,False
2025-04-15,TS-008,door_malfunction,low,0.6,False
2025-04-15,TS-024,signalling_error,low,0.7,False
2025-04-15,TS-021,signalling_error,low,3.3,False
2025-04-15,TS-016,coupling_issue,medium,5.6,False
2025-04-15,TS-020,power_supply_issue,low,1.6,False
2025-04-15,TS-003,pantograph_fault,critical,67.9,True
2025-04-16,TS-002,telecom_down,high,20.9,True
2025-04-16,TS-006,pantograph_fault,low,1.2,False
2025-04-16,TS-001,signalling_error,low,2.9,False
2025-04-16,TS-021,brake_fault,low,2.8,False
2025-04-16,TS-014,hvac_failure,low,2.7,False
2025-04-16,TS-019,coupling_issue,low,3.2,False
2025-04-16,TS-025,door_malfunction,low,1.6,False
2025-04-16,TS-005,pantograph_fault,medium,4.6,False
2025-04-17,TS-005,signalling_error,medium,4.8,False
2025-04-17,TS-005,pantograph_fault,critical,94.6,False
2025-04-17,TS-021,coupling_issue,high,38.2,False
2025-04-17,TS-025,hvac_failure,medium,4.9,False
2025-04-17,TS-004,signalling_error,low,2.9,False
2025-04-17,TS-004,signalling_error,low,3.5,False
2025-04-18,TS-004,hvac_failure,low,2.4,False
2025-04-18,TS-025,telecom_down,low,3.1,False
2025-04-18,TS-024,door_malfunction,medium,5.5,False
2025-04-18,TS-006,door_malfunction,medium,9.8,False
2025-04-18,TS-025,hvac_failure,high,40.6,False
2025-04-18,TS-002,hvac_failure,low,2.2,False
2025-04-18,TS-012,coupling_issue,low,2.4,False
2025-04-19,TS-015,pantograph_fault,low,2.8,False
2025-04-19,TS-002,pantograph_fault,high,21.9,False
2025-04-19,TS-013,power_supply_issue,low,0.9,False
2025-04-19,TS-011,pantograph_fault,medium,11.6,False
2025-04-19,TS-023,coupling_issue,low,1.5,False
2025-04-20,TS-002,power_supply_issue,high,43.9,True
2025-04-20,TS-009,brake_fault,medium,6.5,False
2025-04-20,TS-004,pantograph_fault,critical,25.5,True
2025-04-20,TS-025,hvac_failure,medium,2.1,False
2025-04-20,TS-007,hvac_failure,medium,8.8,False
2025-04-21,TS-025,signalling_error,low,2.3,False
2025-04-21,TS-011,telecom_down,high,8.2,True
2025-04-22,TS-010,telecom_down,low,3.2,False
2025-04-22,TS-006,telecom_down,low,1.8,False
2025-04-22,TS-002,coupling_issue,high,34.9,False
2025-04-23,TS-003,pantograph_fault,medium,11.4,False
2025-04-23,TS-003,hvac_failure,low,3.2,False
2025-04-23,TS-023,signalling_error,low,3.2,False
2025-04-23,TS-014,signalling_error,low,2.3,False
2025-04-23,TS-010,power_supply_issue,critical,113.0,True
2025-04-24,TS-012,hvac_failure,medium,11.2,False
2025-04-24,TS-012,brake_fault,medium,5.8,False
2025-04-24,TS-014,power_supply_issue,low,1.9,False
2025-04-24,TS-017,hvac_failure,low,2.7,False
2025-04-24,TS-020,telecom_down,medium,10.0,False
2025-04-25,TS-021,hvac_failure,medium,11.2,False
2025-04-25,TS-023,telecom_down,medium,6.6,False
2025-04-25,TS-015,brake_fault,medium,6.2,False
2025-04-25,TS-024,pantograph_fault,low,2.1,False
2025-04-25,TS-006,door_malfunction,low,3.6,False
2025-04-25,TS-006,pantograph_fault,high,29.5,False
2025-04-25,TS-001,door_malfunction,low,2.9,False
2025-04-26,TS-007,door_malfunction,low,2.7,False
2025-04-26,TS-006,hvac_failure,low,0.8,False
2025-04-27,TS-008,door_malfunction,medium,9.8,False
2025-04-27,TS-003,telecom_down,low,3.9,False
2025-04-27,TS-002,signalling_error,medium,7.3,False
2025-04-28,TS-004,door_malfunction,medium,3.7,False
2025-04-28,TS-016,power_supply_issue,medium,5.3,False
2025-04-28,TS-006,door_malfunction,low,1.9,False
2025-04-28,TS-013,hvac_failure,high,45.3,False
2025-04-28,TS-007,signalling_error,low,2.8,False
2025-04-28,TS-018,hvac_failure,high,9.8,False
2025-04-29,TS-023,power_supply_issue,high,11.3,False
2025-04-29,TS-020,coupling_issue,low,2.9,False
2025-04-29,TS-024,coupling_issue,medium,7.9,False
2025-04-30,TS-005,power_supply_issue,low,1.2,False
2025-04-30,TS-022,pantograph_fault,medium,11.0,False
2025-04-30,TS-001,brake_fault,medium,3.6,False
2025-05-01,TS-004,coupling_issue,medium,10.5,False
2025-05-01,TS-023,coupling_issue,critical,86.8,True
2025-05-01,TS-003,signalling_error,medium,11.2,False
2025-05-01,TS-023,signalling_error,medium,11.1,False
2025-05-01,TS-003,pantograph_fault,high,33.8,False
2025-05-01,TS-006,hvac_failure,medium,7.1,False
2025-05-02,TS-023,pantograph_fault,critical,38.6,True
2025-05-02,TS-021,coupling_issue,medium,6.7,False
2025-05-02,TS-021,telecom_down,critical,65.6,True
2025-05-02,TS-012,power_supply_issue,high,34.4,True
2025-05-02,TS-019,telecom_down,high,8.4,True
2025-05-02,TS-020,signalling_error,medium,6.2,False
2025-05-02,TS-014,coupling_issue,low,3.2,False
2025-05-03,TS-023,coupling_issue,critical,110.8,True
2025-05-03,TS-015,door_malfunction,medium,11.6,False
2025-05-03,TS-025,door_malfunction,critical,34.1,True
2025-05-03,TS-002,hvac_failure,critical,74.7,False
2025-05-03,TS-005,coupling_issue,low,3.7,False
2025-05-03,TS-012,power_supply_issue,high,14.0,False
2025-05-03,TS-020,pantograph_fault,critical,45.7,False
2025-05-04,TS-020,power_supply_issue,low,3.5,False
2025-05-04,TS-008,telecom_down,low,3.7,False
2025-05-04,TS-007,brake_fault,low,1.2,False
2025-05-04,TS-001,door_malfunction,critical,111.7,True
2025-05-04,TS-025,pantograph_fault,high,28.8,False
2025-05-04,TS-013,signalling_error,medium,5.6,False
2025-05-04,TS-011,signalling_error,low,1.6,False
2025-05-04,TS-009,coupling_issue,high,41.1,True
2025-05-05,TS-003,coupling_issue,critical,54.5,False
2025-05-05,TS-007,hvac_failure,medium,6.6,False
2025-05-05,TS-016,power_supply_issue,low,3.3,False
2025-05-05,TS-018,brake_fault,low,3.5,False
2025-05-05,TS-006,door_malfunction,medium,7.2,False
2025-05-05,TS-013,hvac_failure,medium,5.0,False
2025-05-06,TS-023,pantograph_fault,high,47.2,True
2025-05-06,TS-008,coupling_issue,high,27.9,False
2025-05-06,TS-004,signalling_error,high,11.9,False
2025-05-07,TS-018,brake_fault,high,37.3,False
2025-05-07,TS-013,power_supply_issue,low,0.9,False
2025-05-07,TS-004,signalling_error,high,42.9,True
2025-05-07,TS-020,door_malfunction,low,2.5,False
2025-05-07,TS-008,brake_fault,critical,65.3,False
2025-05-07,TS-010,pantograph_fault,low,1.7,False
2025-05-07,TS-021,brake_fault,high,16.7,True
2025-05-07,TS-012,telecom_down,low,2.2,False
2025-05-08,TS-011,signalling_error,low,3.6,False
2025-05-08,TS-025,hvac_failure,low,1.7,False
2025-05-08,TS-003,telecom_down,medium,5.2,False
2025-05-08,TS-011,pantograph_fault,high,10.2,False
2025-05-08,TS-003,pantograph_fault,medium,4.5,False
2025-05-09,TS-024,pantograph_fault,high,34.6,True
2025-05-09,TS-021,telecom_down,low,1.3,False
2025-05-09,TS-014,door_malfunction,low,0.8,False
2025-05-10,TS-025,door_malfunction,low,1.2,False
2025-05-10,TS-017,hvac_failure,high,11.1,False
2025-05-10,TS-008,coupling_issue,medium,11.7,False
2025-05-10,TS-007,signalling_error,high,13.2,True
2025-05-10,TS-007,hvac_failure,critical,107.5,True
2025-05-10,TS-014,hvac_failure,high,44.6,True
2025-05-10,TS-017,pantograph_fault,medium,9.2,False
2025-05-11,TS-004,signalling_error,critical,59.2,True
2025-05-11,TS-004,pantograph_fault,low,2.2,False
2025-05-11,TS-005,brake_fault,low,3.9,False
2025-05-12,TS-005,brake_fault,high,10.2,True
2025-05-12,TS-003,telecom_down,critical,59.9,True
2025-05-12,TS-003,brake_fault,high,28.6,True
2025-05-12,TS-006,brake_fault,low,3.5,False
2025-05-12,TS-014,hvac_failure,low,3.7,False
2025-05-12,TS-011,coupling_issue,low,1.4,False
2025-05-12,TS-009,signalling_error,low,3.1,False
2025-05-13,TS-007,pantograph_fault,critical,92.2,True
2025-05-13,TS-001,power_supply_issue,critical,36.4,False
2025-05-13,TS-002,hvac_failure,high,9.8,True
2025-05-13,TS-025,pantograph_fault,critical,44.7,True
2025-05-13,TS-007,signalling_error,low,1.2,False
2025-05-13,TS-008,door_malfunction,critical,48.3,False
2025-05-13,TS-002,coupling_issue,low,3.8,False
2025-05-14,TS-018,brake_fault,low,1.6,False
2025-05-14,TS-022,brake_fault,medium,4.1,False
2025-05-14,TS-007,telecom_down,medium,8.9,False
2025-05-14,TS-014,signalling_error,low,2.2,False
2025-05-15,TS-023,hvac_failure,low,1.3,False
2025-05-15,TS-015,brake_fault,high,8.6,False
2025-05-15,TS-016,power_supply_issue,low,2.8,False
2025-05-15,TS-015,signalling_error,medium,5.1,False
2025-05-15,TS-009,brake_fault,critical,66.6,True
2025-05-15,TS-015,coupling_issue,low,0.8,False
2025-05-15,TS-020,hvac_failure,medium,6.7,False
2025-05-15,TS-024,signalling_error,high,40.8,True
2025-05-16,TS-022,door_malfunction,low,1.2,False
2025-05-16,TS-004,signalling_error,high,38.0,True
2025-05-16,TS-010,coupling_issue,low,3.7,False
2025-05-16,TS-010,brake_fault,high,25.8,True
2025-05-16,TS-002,brake_fault,medium,11.8,False
2025-05-16,TS-020,brake_fault,high,9.8,False
2025-05-16,TS-014,pantograph_fault,high,17.3,True
2025-05-17,TS-004,coupling_issue,medium,4.1,False
2025-05-17,TS-012,telecom_down,low,2.0,False
2025-05-17,TS-022,coupling_issue,medium,2.6,False
2025-05-17,TS-019,brake_fault,critical,115.4,False
2025-05-18,TS-007,telecom_down,low,0.9,False
2025-05-18,TS-008,signalling_error,low,1.0,False
2025-05-18,TS-002,coupling_issue,medium,7.7,False
2025-05-18,TS-016,signalling_error,low,0.9,False
2025-05-19,TS-006,coupling_issue,medium,4.2,False
2025-05-19,TS-009,signalling_error,medium,11.0,False
2025-05-19,TS-009,telecom_down,low,3.0,False
2025-05-19,TS-009,brake_fault,low,1.2,False
2025-05-20,TS-017,brake_fault,medium,2.1,False
2025-05-20,TS-024,door_malfunction,high,9.7,False
2025-05-20,TS-012,brake_fault,high,16.1,False
2025-05-20,TS-016,power_supply_issue,high,22.0,True
2025-05-20,TS-016,power_supply_issue,low,3.9,False
2025-05-21,TS-011,hvac_failure,high,35.4,False
2025-05-21,TS-001,coupling_issue,high,9.1,True
2025-05-21,TS-009,hvac_failure,low,1.8,False
2025-05-21,TS-002,signalling_error,high,22.7,False
2025-05-21,TS-009,signalling_error,low,1.5,False
2025-05-22,TS-025,brake_fault,high,26.5,True
2025-05-22,TS-006,brake_fault,medium,2.6,False
2025-05-22,TS-024,hvac_failure,low,0.5,False
2025-05-23,TS-023,signalling_error,medium,8.3,False
2025-05-23,TS-007,telecom_down,high,15.2,False
2025-05-23,TS-010,pantograph_fault,low,1.1,False
2025-05-23,TS-014,signalling_error,medium,7.6,False
2025-05-24,TS-006,signalling_error,low,1.6,False
2025-05-24,TS-002,telecom_down,low,3.4,False
2025-05-24,TS-016,hvac_failure,medium,3.5,False
2025-05-25,TS-021,signalling_error,low,2.5,False
2025-05-25,TS-013,pantograph_fault,medium,7.5,False
2025-05-25,TS-023,hvac_failure,high,43.5,False
2025-05-25,TS-020,door_malfunction,low,3.4,False
2025-05-26,TS-002,telecom_down,low,2.4,False
2025-05-26,TS-005,door_malfunction,medium,5.5,False
2025-05-26,TS-005,pantograph_fault,low,0.8,False
2025-05-27,TS-023,brake_fault,medium,2.1,False
2025-05-27,TS-003,power_supply_issue,low,3.8,False
2025-05-27,TS-017,brake_fault,medium,3.0,False
2025-05-27,TS-017,brake_fault,low,1.9,False
2025-05-28,TS-016,pantograph_fault,high,23.6,True
2025-05-28,TS-004,power_supply_issue,medium,9.0,False
2025-05-29,TS-012,door_malfunction,high,27.9,True
2025-05-29,TS-012,telecom_down,low,1.3,False
2025-05-29,TS-019,hvac_failure,high,15.9,True
2025-05-29,TS-021,coupling_issue,low,3.4,False
2025-05-29,TS-003,door_malfunction,high,20.1,True
2025-05-30,TS-007,brake_fault,high,36.3,True
2025-05-30,TS-011,signalling_error,high,8.9,False
2025-05-30,TS-007,brake_fault,high,17.9,True
2025-05-30,TS-005,telecom_down,medium,2.4,False
2025-05-30,TS-006,power_supply_issue,medium,10.2,False
2025-05-30,TS-004,signalling_error,critical,88.4,True
2025-05-31,TS-004,pantograph_fault,high,24.8,True
2025-05-31,TS-015,brake_fault,low,0.7,False
2025-05-31,TS-015,hvac_failure,high,27.7,False
2025-06-01,TS-002,door_malfunction,medium,4.0,False
2025-06-01,TS-020,hvac_failure,low,1.8,False
2025-06-02,TS-003,brake_fault,critical,82.4,False
2025-06-02,TS-014,telecom_down,medium,6.0,False
2025-06-02,TS-012,telecom_down,medium,4.9,False
2025-06-03,TS-013,signalling_error,medium,6.0,False
2025-06-03,TS-014,signalling_error,high,11.2,True
2025-06-04,TS-019,power_supply_issue,low,2.2,False
2025-06-04,TS-024,hvac_failure,medium,5.2,False
2025-06-04,TS-002,coupling_issue,medium,9.5,False
2025-06-04,TS-025,door_malfunction,medium,3.1,False
2025-06-04,TS-009,pantograph_fault,medium,7.2,False
2025-06-04,TS-001,signalling_error,medium,7.2,False
2025-06-05,TS-019,power_supply_issue,high,24.1,True
2025-06-05,TS-017,brake_fault,critical,74.9,False
2025-06-05,TS-014,door_malfunction,low,2.6,False
2025-06-05,TS-013,brake_fault,medium,4.1,False
2025-06-05,TS-009,signalling_error,low,3.8,False
2025-06-06,TS-018,brake_fault,medium,7.3,False
2025-06-06,TS-016,pantograph_fault,medium,3.1,False
2025-06-06,TS-014,coupling_issue,medium,8.3,False
2025-06-06,TS-009,door_malfunction,medium,7.1,False
2025-06-06,TS-002,signalling_error,low,1.8,False
2025-06-07,TS-009,signalling_error,medium,6.5,False
2025-06-07,TS-002,power_supply_issue,high,43.8,True
2025-06-07,TS-004,coupling_issue,low,1.3,False
2025-06-07,TS-018,coupling_issue,low,2.1,False
2025-06-07,TS-018,signalling_error,low,2.0,False
2025-06-08,TS-011,hvac_failure,low,0.6,False
2025-06-08,TS-024,hvac_failure,low,1.3,False
2025-06-09,TS-025,telecom_down,critical,37.1,True
2025-06-09,TS-001,signalling_error,medium,9.0,False
2025-06-09,TS-018,hvac_failure,critical,30.5,False
2025-06-09,TS-012,pantograph_fault,high,11.6,False
2025-06-09,TS-006,brake_fault,low,0.9,False
2025-06-09,TS-018,telecom_down,high,22.8,False
2025-06-10,TS-001,telecom_down,high,28.6,False
2025-06-10,TS-008,door_malfunction,low,2.3,False
2025-06-11,TS-022,coupling_issue,critical,88.7,True
2025-06-11,TS-004,door_malfunction,critical,71.0,False
2025-06-11,TS-006,signalling_error,low,3.0,False
2025-06-11,TS-020,hvac_failure,low,3.7,False
2025-06-11,TS-019,door_malfunction,high,28.3,True
2025-06-12,TS-007,pantograph_fault,low,2.5,False
2025-06-12,TS-019,pantograph_fault,high,22.7,True
2025-06-12,TS-008,door_malfunction,medium,11.2,False
2025-06-13,TS-005,pantograph_fault,low,2.5,False
2025-06-13,TS-019,hvac_failure,low,2.6,False
2025-06-14,TS-011,hvac_failure,low,2.9,False
2025-06-14,TS-024,signalling_error,low,1.4,False
2025-06-14,TS-004,hvac_failure,medium,2.4,False
2025-06-14,TS-003,telecom_down,low,2.5,False
2025-06-14,TS-002,coupling_issue,medium,6.6,False
2025-06-14,TS-012,power_supply_issue,high,19.8,True
2025-06-15,TS-006,coupling_issue,low,3.6,False
2025-06-15,TS-020,power_supply_issue,low,3.7,False
2025-06-15,TS-013,signalling_error,low,0.5,False
2025-06-15,TS-009,pantograph_fault,medium,6.3,False
2025-06-16,TS-012,brake_fault,medium,4.3,False
2025-06-16,TS-010,power_supply_issue,medium,8.0,False
2025-06-16,TS-025,pantograph_fault,low,1.2,False
2025-06-16,TS-021,telecom_down,low,2.9,False
2025-06-16,TS-011,pantograph_fault,critical,39.7,False
2025-06-16,TS-002,telecom_down,high,27.1,False
2025-06-16,TS-023,pantograph_fault,high,12.8,True
2025-06-17,TS-021,telecom_down,critical,109.0,True
2025-06-17,TS-003,pantograph_fault,low,2.6,False
2025-06-17,TS-016,telecom_down,critical,84.6,True
2025-06-17,TS-014,pantograph_fault,critical,29.4,True
2025-06-17,TS-023,pantograph_fault,high,16.5,True
2025-06-17,TS-002,telecom_down,medium,8.4,False
2025-06-17,TS-005,door_malfunction,low,2.1,False
2025-06-18,TS-016,telecom_down,high,48.0,True
2025-06-18,TS-013,door_malfunction,medium,9.3,False
2025-06-18,TS-021,telecom_down,medium,7.4,False
2025-06-18,TS-023,brake_fault,high,19.5,False
2025-06-18,TS-021,pantograph_fault,low,2.7,False
2025-06-18,TS-010,hvac_failure,medium,2.2,False
2025-06-18,TS-022,hvac_failure,medium,11.4,False
2025-06-18,TS-011,door_malfunction,medium,4.5,False
2025-06-19,TS-007,coupling_issue,low,0.5,False
2025-06-19,TS-005,telecom_down,low,1.4,False
2025-06-19,TS-014,brake_fault,medium,3.2,False
2025-06-19,TS-016,power_supply_issue,low,0.8,False
2025-06-19,TS-025,brake_fault,medium,4.9,False
2025-06-20,TS-019,hvac_failure,medium,11.3,False
2025-06-20,TS-001,signalling_error,low,2.2,False
2025-06-20,TS-007,power_supply_issue,critical,61.4,True
2025-06-20,TS-020,telecom_down,medium,2.5,False
2025-06-20,TS-024,coupling_issue,low,3.2,False
2025-06-20,TS-002,door_malfunction,low,0.5,False
2025-06-21,TS-011,signalling_error,medium,4.1,False
2025-06-21,TS-002,power_supply_issue,low,1.2,False
2025-06-21,TS-020,hvac_failure,high,44.4,True
2025-06-21,TS-024,telecom_down,low,1.3,False
2025-06-22,TS-018,brake_fault,medium,8.8,False
2025-06-22,TS-015,signalling_error,low,2.9,False
2025-06-22,TS-006,hvac_failure,low,3.4,False
2025-06-22,TS-009,telecom_down,medium,9.7,False
2025-06-22,TS-013,telecom_down,low,1.4,False
2025-06-22,TS-015,power_supply_issue,low,2.2,False
2025-06-23,TS-005,brake_fault,medium,3.9,False
2025-06-23,TS-010,telecom_down,critical,36.9,False
2025-06-23,TS-017,brake_fault,high,12.7,True
2025-06-23,TS-011,pantograph_fault,low,0.7,False
2025-06-23,TS-024,brake_fault,high,38.6,False
2025-06-23,TS-018,telecom_down,low,2.8,False
2025-06-23,TS-025,coupling_issue,high,39.6,True
2025-06-23,TS-005,door_malfunction,high,45.5,True
2025-06-24,TS-017,brake_fault,low,1.5,False
2025-06-24,TS-021,door_malfunction,low,0.6,False
2025-06-24,TS-011,door_malfunction,high,34.4,True
2025-06-24,TS-011,pantograph_fault,low,3.0,False
2025-06-24,TS-021,pantograph_fault,medium,3.6,False
2025-06-25,TS-016,pantograph_fault,medium,11.1,False
2025-06-25,TS-023,brake_fault,low,2.1,False
2025-06-25,TS-019,power_supply_issue,high,15.8,True
2025-06-25,TS-001,brake_fault,high,30.6,True
2025-06-25,TS-008,door_malfunction,low,1.6,False
2025-06-25,TS-012,telecom_down,low,3.5,False
2025-06-25,TS-009,signalling_error,medium,8.1,False
2025-06-25,TS-011,coupling_issue,low,1.2,False
2025-06-26,TS-005,brake_fault,low,1.2,False
2025-06-26,TS-007,pantograph_fault,low,2.4,False
2025-06-26,TS-012,telecom_down,low,3.2,False
2025-06-26,TS-014,power_supply_issue,medium,2.2,False
2025-06-26,TS-011,power_supply_issue,low,1.2,False
2025-06-26,TS-023,signalling_error,low,2.2,False
2025-06-27,TS-010,pantograph_fault,low,2.6,False
2025-06-27,TS-022,signalling_error,medium,4.7,False
2025-06-27,TS-023,signalling_error,high,12.0,True
2025-06-27,TS-014,coupling_issue,high,33.9,True
2025-06-27,TS-018,coupling_issue,high,46.2,False
2025-06-27,TS-018,signalling_error,low,1.9,False
2025-06-27,TS-006,coupling_issue,medium,10.7,False
2025-06-27,TS-015,pantograph_fault,low,1.4,False
2025-06-28,TS-019,coupling_issue,low,1.1,False
2025-06-28,TS-023,power_supply_issue,high,24.9,True
2025-06-28,TS-003,brake_fault,high,39.1,True
2025-06-28,TS-010,coupling_issue,low,3.8,False
2025-06-28,TS-008,door_malfunction,critical,98.9,True
2025-06-29,TS-017,coupling_issue,low,3.4,False
2025-06-29,TS-002,brake_fault,high,23.0,False
2025-06-29,TS-022,door_malfunction,high,22.5,False
2025-06-29,TS-013,hvac_failure,medium,11.1,False
2025-06-29,TS-024,pantograph_fault,medium,7.1,False
2025-06-29,TS-016,door_malfunction,low,2.7,False
2025-06-29,TS-017,telecom_down,high,43.0,False
2025-06-30,TS-007,telecom_down,high,41.9,True
2025-06-30,TS-014,door_malfunction,low,1.3,False
2025-06-30,TS-024,door_malfunction,high,29.2,True
2025-06-30,TS-019,power_supply_issue,low,3.4,False
2025-06-30,TS-001,telecom_down,high,40.5,True
2025-06-30,TS-010,pantograph_fault,low,2.5,False
2025-06-30,TS-014,signalling_error,low,0.6,False
2025-06-30,TS-006,hvac_failure,medium,10.0,False
2025-07-01,TS-018,brake_fault,low,3.8,False
2025-07-01,TS-002,hvac_failure,medium,10.2,False
2025-07-02,TS-005,pantograph_fault,low,3.8,False
2025-07-02,TS-005,coupling_issue,medium,8.1,False
2025-07-03,TS-019,telecom_down,medium,4.0,False
2025-07-03,TS-012,signalling_error,medium,7.6,False
2025-07-03,TS-007,hvac_failure,medium,10.6,False
2025-07-03,TS-014,brake_fault,low,0.8,False
2025-07-04,TS-023,signalling_error,low,3.7,False
2025-07-04,TS-020,pantograph_fault,low,2.1,False
2025-07-04,TS-016,signalling_error,medium,6.8,False
2025-07-04,TS-020,power_supply_issue,low,2.3,False
2025-07-04,TS-016,signalling_error,medium,10.5,False
2025-07-04,TS-012,door_malfunction,medium,6.5,False
2025-07-04,TS-017,coupling_issue,critical,28.7,True
2025-07-04,TS-018,brake_fault,low,3.0,False
2025-07-05,TS-020,power_supply_issue,critical,61.3,False
2025-07-05,TS-014,pantograph_fault,low,3.3,False
2025-07-05,TS-001,brake_fault,low,1.6,False
2025-07-05,TS-021,power_supply_issue,low,3.1,False
2025-07-05,TS-013,brake_fault,low,2.0,False
2025-07-05,TS-018,brake_fault,high,33.5,True
2025-07-06,TS-011,brake_fault,low,3.6,False
2025-07-06,TS-021,door_malfunction,medium,7.6,False
2025-07-06,TS-024,telecom_down,medium,10.8,False
2025-07-06,TS-017,brake_fault,medium,10.1,False
2025-07-07,TS-017,coupling_issue,high,13.9,True
2025-07-07,TS-010,coupling_issue,high,9.3,True
2025-07-07,TS-018,power_supply_issue,low,3.6,False
2025-07-07,TS-011,brake_fault,low,2.7,False
2025-07-07,TS-007,power_supply_issue,low,1.6,False
2025-07-08,TS-011,coupling_issue,low,3.4,False
2025-07-08,TS-025,coupling_issue,medium,2.8,False
2025-07-08,TS-022,power_supply_issue,critical,29.3,False
2025-07-08,TS-011,power_supply_issue,low,2.2,False
2025-07-08,TS-014,power_supply_issue,low,1.1,False
2025-07-08,TS-014,coupling_issue,critical,110.8,False
2025-07-08,TS-002,signalling_error,medium,7.8,False
2025-07-09,TS-006,pantograph_fault,medium,6.1,False
2025-07-09,TS-003,hvac_failure,high,37.3,True
2025-07-10,TS-002,brake_fault,low,0.5,False
2025-07-10,TS-012,power_supply_issue,medium,9.9,False
2025-07-10,TS-025,coupling_issue,low,1.4,False
2025-07-10,TS-009,door_malfunction,medium,10.2,False
2025-07-10,TS-005,hvac_failure,high,12.2,False
2025-07-11,TS-003,telecom_down,critical,51.5,False
2025-07-11,TS-006,signalling_error,low,3.3,False
2025-07-12,TS-016,signalling_error,low,3.7,False
2025-07-12,TS-012,door_malfunction,medium,7.2,False
2025-07-12,TS-002,door_malfunction,low,1.0,False
2025-07-13,TS-004,power_supply_issue,medium,4.7,False
2025-07-13,TS-011,telecom_down,low,2.2,False
2025-07-13,TS-006,pantograph_fault,high,14.8,True
2025-07-13,TS-015,coupling_issue,critical,84.7,True
2025-07-13,TS-018,brake_fault,medium,9.5,False
2025-07-13,TS-006,power_supply_issue,high,22.8,True
2025-07-14,TS-022,signalling_error,high,36.8,False
2025-07-14,TS-024,signalling_error,critical,65.6,False
2025-07-14,TS-004,hvac_failure,medium,10.5,False
2025-07-14,TS-006,signalling_error,critical,87.6,True
2025-07-14,TS-009,power_supply_issue,low,2.9,False
2025-07-14,TS-005,telecom_down,critical,78.4,False
2025-07-15,TS-021,brake_fault,critical,87.5,False
2025-07-15,TS-012,telecom_down,high,14.5,True
2025-07-15,TS-004,signalling_error,medium,11.1,False
2025-07-15,TS-012,coupling_issue,medium,7.8,False
2025-07-16,TS-008,signalling_error,high,27.8,True
2025-07-16,TS-016,coupling_issue,low,3.9,False
2025-07-16,TS-014,power_supply_issue,high,12.3,True
2025-07-16,TS-004,pantograph_fault,low,3.5,False
2025-07-16,TS-007,coupling_issue,medium,9.2,False
2025-07-16,TS-002,signalling_error,medium,4.8,False
2025-07-16,TS-015,telecom_down,high,16.0,False
2025-07-17,TS-015,pantograph_fault,medium,9.8,False
2025-07-17,TS-002,signalling_error,low,1.5,False
2025-07-17,TS-010,telecom_down,low,3.6,False
2025-07-17,TS-016,signalling_error,low,1.8,False
2025-07-17,TS-016,signalling_error,low,1.7,False
2025-07-17,TS-014,signalling_error,low,0.9,False
2025-07-18,TS-007,pantograph_fault,low,3.1,False
2025-07-18,TS-006,brake_fault,low,3.7,False
2025-07-18,TS-001,power_supply_issue,low,3.5,False
2025-07-18,TS-002,door_malfunction,medium,4.2,False
2025-07-18,TS-007,pantograph_fault,medium,3.9,False
2025-07-18,TS-023,brake_fault,low,1.0,False
2025-07-19,TS-011,pantograph_fault,medium,4.8,False
2025-07-19,TS-019,telecom_down,low,1.1,False
2025-07-19,TS-015,power_supply_issue,low,2.1,False
2025-07-20,TS-018,coupling_issue,critical,84.4,True
2025-07-20,TS-010,pantograph_fault,low,4.0,False
2025-07-20,TS-022,pantograph_fault,low,2.7,False
2025-07-21,TS-001,signalling_error,low,1.6,False
2025-07-21,TS-013,pantograph_fault,low,2.1,False
2025-07-21,TS-013,telecom_down,low,2.3,False
2025-07-22,TS-007,coupling_issue,medium,3.5,False
2025-07-22,TS-014,telecom_down,high,19.7,True
2025-07-22,TS-020,telecom_down,low,1.6,False
2025-07-22,TS-012,pantograph_fault,medium,8.8,False
2025-07-23,TS-006,hvac_failure,high,15.1,False
2025-07-23,TS-008,brake_fault,high,29.3,False
2025-07-23,TS-002,hvac_failure,low,1.3,False
2025-07-23,TS-007,power_supply_issue,medium,3.4,False
2025-07-23,TS-012,power_supply_issue,low,3.8,False
2025-07-23,TS-022,power_supply_issue,medium,6.4,False
2025-07-24,TS-015,power_supply_issue,low,3.3,False
2025-07-24,TS-012,hvac_failure,low,1.8,False
2025-07-24,TS-013,brake_fault,medium,11.7,False
2025-07-25,TS-002,door_malfunction,critical,63.3,True
2025-07-25,TS-024,telecom_down,low,2.7,False
2025-07-25,TS-006,telecom_down,low,1.2,False
2025-07-25,TS-017,coupling_issue,medium,3.5,False
2025-07-25,TS-021,coupling_issue,low,1.7,False
2025-07-25,TS-017,pantograph_fault,low,1.7,False
2025-07-25,TS-015,signalling_error,high,32.9,False
2025-07-26,TS-013,pantograph_fault,low,2.1,False
2025-07-26,TS-025,door_malfunction,low,3.0,False
2025-07-26,TS-012,brake_fault,critical,82.1,True
2025-07-26,TS-012,door_malfunction,medium,5.3,False
2025-07-27,TS-004,brake_fault,medium,4.8,False
2025-07-27,TS-012,brake_fault,low,3.8,False
