date,trainset_id,daily_km,cumulative_km,km_deviation_from_mean,km_balance_score,bogie_hours,brake_pad_wear_index,hvac_run_hours,door_cycles,cert_days_rolling_stock,cert_days_signalling,cert_days_telecom,min_cert_days,any_cert_expired,cert_expiring_soon,open_job_count,critical_open_jobs,has_critical_open,daily_exposure,exposure_gap,branding_urgency,days_since_deep_clean,needs_cleaning,available_cleaning_bays,available_manpower,bay_number,is_ibl_bay,shunt_cost,turnout_order,fault_count,critical_faults,high_faults,any_withdrawal,assignment,unscheduled_withdrawal,punctuality_score,branding_sla_met,outcome_score,day_of_week
2025-04-04,TS-002,0.0,160906.2,25575.11600000001,25575.11600000001,0.0,0.0,3.6,0,67,42,29,29,0,0,0.0,0.0,0.0,33.2,0.0,0.0,24,True,3,11,14,False,8.46,2,0.0,0.0,0.0,0.0,SERVICE,False,0.9686,True,0.9841,4
2025-04-04,TS-003,200.0,96872.0,-38459.084,38459.084,4.4,0.0382,17.6,1438,28,18,31,18,0,0,0.0,0.0,0.0,14.3,183.89999999999998,306745.19999999995,21,True,3,11,12,False,6.1,3,0.0,0.0,0.0,0.0,SERVICE,False,0.9743,True,0.9766,4
2025-04-04,TS-004,227.0,189282.4,53951.31599999999,53951.31599999999,5.0,0.0217,14.4,967,39,73,67,39,0,0,2.0,1.0,1.0,15.1,0.19999999999998863,315.3999999999821,23,True,3,11,6,False,0.8,4,0.0,0.0,0.0,0.0,IBL,False,1.0,True,0.9712,4
2025-04-04,TS-005,0.0,136042.0,710.9159999999974,710.9159999999974,0.0,0.0,4.6,0,18,45,31,18,0,0,3.0,0.0,0.0,0.0,0.0,0.0,8,True,3,11,24,False,21.5,5,0.0,0.0,0.0,0.0,SERVICE,False,0.9897,True,0.9557,4
2025-04-04,TS-006,256.1,108375.6,-26955.483999999997,26955.483999999997,5.7,0.0435,15.2,985,48,17,39,17,0,0,1.0,0.0,0.0,16.7,0.0,0.0,6,False,3,11,22,False,15.12,6,0.0,0.0,0.0,0.0,SERVICE,False,0.9968,True,0.9731,4
2025-04-04,TS-007,234.0,136491.8,1160.7159999999858,1160.7159999999858,5.2,0.0462,15.7,1301,28,57,71,28,0,0,1.0,0.0,0.0,0.0,0.0,0.0,20,True,3,11,10,False,4.01,7,1.0,0.0,0.0,0.0,STANDBY,False,0.9617,True,0.9616,4
2025-04-04,TS-008,295.6,211093.5,75762.416,75762.416,6.6,0.0436,16.1,1442,108,78,28,28,0,0,1.0,0.0,0.0,0.0,18.899999999999977,29805.299999999963,20,True,3,11,7,False,2.22,8,0.0,0.0,0.0,0.0,IBL,False,1.0,True,0.9635,4
2025-04-04,TS-009,0.0,85833.6,-49497.484,49497.484,0.0,0.0,2.8,0,41,48,44,41,0,0,2.0,0.0,0.0,0.0,0.0,0.0,14,True,3,11,1,True,0.0,9,0.0,0.0,0.0,0.0,SERVICE,False,0.9701,True,0.9842,4
2025-04-04,TS-010,296.3,93856.6,-41474.484,41474.484,6.6,0.0305,16.9,1009,6,16,49,6,0,1,0.0,0.0,0.0,15.9,0.0,0.0,28,True,3,11,23,False,17.39,10,1.0,0.0,1.0,0.0,IBL,False,1.0,True,0.9734,4
2025-04-04,TS-011,286.0,89275.8,-46055.284,46055.284,6.4,0.0222,15.0,1209,17,51,67,17,0,0,0.0,0.0,0.0,33.5,0.0,0.0,23,True,3,11,18,False,15.0,11,0.0,0.0,0.0,0.0,SERVICE,False,0.972,True,0.9519,4
2025-04-04,TS-012,320.9,155481.7,20150.61600000001,20150.61600000001,7.1,0.0237,15.6,1358,13,63,53,13,0,0,1.0,1.0,1.0,0.0,0.0,0.0,15,True,3,11,9,False,3.78,12,1.0,0.0,0.0,0.0,IBL,False,1.0,True,0.9989,4
2025-04-04,TS-013,0.0,169343.9,34012.81599999999,34012.81599999999,0.0,0.0,2.3,0,67,14,12,12,0,0,3.0,0.0,0.0,0.0,0.0,0.0,15,True,3,11,19,False,15.94,13,0.0,0.0,0.0,0.0,IBL,False,1.0,True,0.9459,4
2025-04-04,TS-014,256.4,150519.9,15188.815999999992,15188.815999999992,5.7,0.0356,15.6,932,87,119,35,35,0,0,1.0,0.0,0.0,0.0,0.0,0.0,7,False,3,11,2,True,0.0,14,0.0,0.0,0.0,0.0,SERVICE,False,0.9685,True,0.9725,4
2025-04-04,TS-015,0.0,84721.0,-50610.084,50610.084,0.0,0.0,2.8,0,56,104,55,55,0,0,1.0,0.0,0.0,32.0,0.0,0.0,14,True,3,11,16,False,12.37,15,0.0,0.0,0.0,0.0,SERVICE,False,0.984,True,0.9857,4
2025-04-04,TS-016,366.8,98020.4,-37310.68400000001,37310.68400000001,8.2,0.0179,17.1,1466,76,15,16,15,0,0,0.0,0.0,0.0,0.0,197.0,250387.0,27,True,3,11,3,True,0.0,16,0.0,0.0,0.0,0.0,SERVICE,False,0.9846,True,0.9641,4
2025-04-04,TS-017,393.5,75207.2,-60123.884000000005,60123.884000000005,8.7,0.0381,15.7,1072,34,40,86,34,0,0,0.0,0.0,0.0,15.9,0.0,0.0,2,False,3,11,13,False,8.18,17,0.0,0.0,0.0,0.0,SERVICE,False,0.9795,True,0.9769,4
2025-04-04,TS-018,246.0,146976.6,11645.516000000003,11645.516000000003,5.5,0.0438,14.2,1135,20,76,84,20,0,0,1.0,0.0,0.0,17.3,72.19999999999999,113859.39999999998,18,True,3,11,17,False,12.54,18,0.0,0.0,0.0,0.0,SERVICE,False,0.9824,True,0.9374,4
2025-04-04,TS-019,384.3,175448.5,40117.416,40117.416,8.5,0.0439,14.3,907,11,22,22,11,0,0,0.0,0.0,0.0,31.0,0.0,0.0,6,False,3,11,20,False,15.88,19,0.0,0.0,0.0,0.0,STANDBY,False,0.9867,True,0.9749,4
2025-04-04,TS-020,222.6,187477.5,52146.416,52146.416,4.9,0.0321,14.0,1057,13,120,111,13,0,0,2.0,1.0,1.0,14.2,0.0,0.0,13,True,3,11,30,False,20.66,20,0.0,0.0,0.0,0.0,IBL,False,1.0,True,0.9852,4
2025-04-04,TS-021,320.9,88952.2,-46378.884000000005,46378.884000000005,7.1,0.0428,14.6,1074,79,46,35,35,0,0,1.0,0.0,0.0,0.0,0.0,0.0,20,True,3,11,27,False,25.99,21,0.0,0.0,0.0,0.0,SERVICE,False,0.9778,True,0.9715,4
2025-04-04,TS-022,247.9,156864.2,21533.11600000001,21533.11600000001,5.5,0.0208,15.5,1278,27,60,35,27,0,0,3.0,1.0,1.0,0.0,0.0,0.0,10,True,3,11,4,True,0.0,22,1.0,0.0,0.0,0.0,IBL,False,1.0,True,0.981,4
2025-04-04,TS-023,293.4,115397.8,-19933.284,19933.284,6.5,0.0296,14.4,1052,89,68,53,53,0,0,1.0,0.0,0.0,0.0,29.19999999999999,55071.199999999975,2,False,3,11,11,False,6.93,23,0.0,0.0,0.0,0.0,SERVICE,False,0.9692,True,0.982,4
2025-04-04,TS-024,368.8,147106.3,11775.215999999986,11775.215999999986,8.2,0.0285,16.8,1165,25,48,3,3,0,1,1.0,0.0,0.0,15.6,0.0,0.0,20,True,3,11,25,False,22.84,24,0.0,0.0,0.0,0.0,STANDBY,False,0.9666,True,0.9293,4
2025-04-04,TS-025,0.0,128734.3,-6596.784,6596.784,0.0,0.0,2.5,0,48,65,31,31,0,0,1.0,0.0,0.0,0.0,0.0,0.0,15,True,3,11,29,False,22.7,25,0.0,0.0,0.0,0.0,SERVICE,False,0.9776,True,0.9605,4
2025-04-05,TS-001,403.2,195399.3,59857.187999999995,59857.187999999995,9.0,0.014,15.0,1365,19,19,74,19,0,0,1.0,1.0,1.0,0.0,0.0,0.0,11,True,4,6,19,False,12.17,1,0.0,0.0,0.0,0.0,IBL,False,1.0,True,0.9425,5
2025-04-05,TS-002,245.8,161152.0,25609.888000000006,25609.888000000006,5.5,0.0414,17.2,1381,66,41,28,28,0,0,0.0,0.0,0.0,35.599999999999994,0.0,0.0,15,True,4,6,10,False,4.43,2,0.0,0.0,0.0,0.0,STANDBY,False,0.9219,True,0.9341,5
2025-04-05,TS-003,228.8,97100.8,-38441.31199999999,38441.31199999999,5.1,0.0063,14.3,1192,27,17,30,17,0,0,1.0,0.0,0.0,16.4,183.89999999999998,306745.19999999995,29,True,4,6,30,False,29.62,3,0.0,0.0,0.0,0.0,SERVICE,False,0.9784,True,0.9777,5
2025-04-05,TS-004,217.3,189499.7,53957.58800000002,53957.58800000002,4.8,0.0198,17.3,1188,38,72,66,38,0,0,3.0,2.0,1.0,16.6,0.19999999999998863,315.3999999999821,10,True,4,6,27,False,25.96,4,0.0,0.0,0.0,0.0,IBL,False,1.0,True,0.9528,5
2025-04-05,TS-005,297.8,136339.8,797.6879999999946,797.6879999999946,6.6,0.0157,17.6,824,17,44,30,17,0,0,0.0,0.0,0.0,0.0,0.0,0.0,10,True,4,6,28,False,23.91,5,0.0,0.0,0.0,0.0,SERVICE,False,0.9774,True,0.9317,5
2025-04-05,TS-006,259.5,108635.1,-26907.011999999988,26907.011999999988,5.8,0.0377,15.2,1129,47,16,38,16,0,0,0.0,0.0,0.0,43.9,0.0,0.0,26,True,4,6,17,False,12.6,6,0.0,0.0,0.0,0.0,SERVICE,False,0.9663,True,0.9393,5
2025-04-05,TS-007,0.0,136491.8,949.6879999999946,949.6879999999946,0.0,0.0,3.0,0,27,56,70,27,0,0,1.0,0.0,0.0,0.0,0.0,0.0,13,True,4,6,23,False,18.96,7,0.0,0.0,0.0,0.0,SERVICE,False,0.9731,True,0.942,5
2025-04-05,TS-008,250.7,211344.2,75802.08800000002,75802.08800000002,5.6,0.0094,14.8,1398,107,77,27,27,0,0,3.0,1.0,1.0,15.1,18.899999999999977,29805.299999999963,20,True,4,6,5,True,0.0,8,0.0,0.0,0.0,0.0,IBL,False,1.0,True,0.9656,5
2025-04-05,TS-009,371.2,86204.8,-49337.31199999999,49337.31199999999,8.2,0.0394,17.6,1175,40,47,43,40,0,0,2.0,0.0,0.0,0.0,0.0,0.0,26,True,4,6,4,True,0.0,9,0.0,0.0,0.0,0.0,SERVICE,False,0.9635,True,0.9419,5
2025-04-05,TS-010,0.0,93856.6,-41685.51199999999,41685.51199999999,0.0,0.0,2.2,0,5,15,48,5,0,1,0.0,0.0,0.0,0.0,0.0,0.0,6,False,4,6,6,False,0.94,10,0.0,0.0,0.0,0.0,SERVICE,False,0.9916,True,0.9874,5
2025-04-05,TS-011,381.5,89657.3,-45884.81199999999,45884.81199999999,8.5,0.0047,16.5,1312,16,50,66,16,0,0,0.0,0.0,0.0,32.4,0.0,0.0,22,True,4,6,29,False,25.05,11,0.0,0.0,0.0,0.0,SERVICE,False,0.9852,True,0.9393,5
2025-04-05,TS-012,0.0,155481.7,19939.588000000018,19939.588000000018,0.0,0.0,4.4,0,12,62,52,12,0,0,0.0,0.0,0.0,0.0,0.0,0.0,11,True,4,6,22,False,20.33,12,0.0,0.0,0.0,0.0,IBL,False,1.0,True,0.9964,5
2025-04-05,TS-013,341.5,169685.4,34143.288,34143.288,7.6,0.0321,15.7,1402,66,13,11,11,0,0,1.0,0.0,0.0,0.0,0.0,0.0,6,False,4,6,2,True,0.0,13,0.0,0.0,0.0,0.0,IBL,False,1.0,True,0.989,5
2025-04-05,TS-014,314.1,150834.0,15291.888000000006,15291.888000000006,7.0,0.0252,17.2,1397,86,118,34,34,0,0,0.0,0.0,0.0,0.0,0.0,0.0,6,False,4,6,3,True,0.0,14,0.0,0.0,0.0,0.0,SERVICE,False,0.9703,True,0.9398,5
2025-04-05,TS-015,203.5,84924.5,-50617.611999999994,50617.611999999994,4.5,0.0473,16.7,1047,55,103,54,54,0,0,0.0,0.0,0.0,44.7,0.0,0.0,2,False,4,6,14,False,10.47,15,0.0,0.0,0.0,0.0,SERVICE,False,0.9836,True,0.9772,5
2025-04-05,TS-016,0.0,98020.4,-37521.712,37521.712,0.0,0.0,3.3,0,75,14,15,14,0,0,0.0,0.0,0.0,14.9,197.0,250387.0,13,True,4,6,16,False,9.21,16,0.0,0.0,0.0,0.0,SERVICE,False,0.987,True,0.9717,5
2025-04-05,TS-017,205.9,75413.1,-60129.01199999999,60129.01199999999,4.6,0.0158,16.3,1079,33,39,85,33,0,0,1.0,1.0,1.0,31.6,0.0,0.0,26,True,4,6,13,False,8.69,17,0.0,0.0,0.0,0.0,SERVICE,False,0.9656,True,0.9481,5
2025-04-05,TS-018,256.7,147233.3,11691.187999999995,11691.187999999995,5.7,0.0434,15.7,1357,19,75,83,19,0,0,1.0,0.0,0.0,16.5,72.19999999999999,113859.39999999998,23,True,4,6,12,False,6.25,18,0.0,0.0,0.0,0.0,STANDBY,False,0.9797,True,0.9455,5
2025-04-05,TS-019,214.6,175663.1,40120.98800000001,40120.98800000001,4.8,0.0042,14.2,868,10,21,21,10,0,0,0.0,0.0,0.0,15.6,0.0,0.0,10,True,4,6,25,False,20.85,19,0.0,0.0,0.0,0.0,STANDBY,False,0.9856,True,0.9466,5
2025-04-05,TS-020,309.1,187786.6,52244.48800000001,52244.48800000001,6.9,0.0171,17.5,941,12,119,110,12,0,0,1.0,0.0,0.0,14.6,0.0,0.0,8,True,4,6,9,False,4.66,20,0.0,0.0,0.0,0.0,IBL,False,1.0,True,0.9605,5
2025-04-05,TS-021,200.1,89152.3,-46389.81199999999,46389.81199999999,4.4,0.0381,15.0,920,78,45,34,34,0,0,0.0,0.0,0.0,0.0,0.0,0.0,8,True,4,6,21,False,15.94,21,2.0,0.0,1.0,1.0,SERVICE,True,0.7582,True,0.697,5
2025-04-05,TS-022,343.3,157207.5,21665.388000000006,21665.388000000006,7.6,0.0143,14.2,1135,26,59,34,26,0,0,1.0,1.0,1.0,0.0,0.0,0.0,18,True,4,6,20,False,16.32,22,0.0,0.0,0.0,0.0,IBL,False,1.0,True,0.9737,5
2025-04-05,TS-023,231.0,115628.9,-19913.212,19913.212,5.1,0.0482,17.6,953,88,67,52,52,0,0,1.0,0.0,0.0,14.4,29.19999999999999,55071.199999999975,15,True,4,6,1,True,0.0,23,0.0,0.0,0.0,0.0,SERVICE,False,0.9781,True,0.9632,5
2025-04-05,TS-024,0.0,147106.3,11564.187999999995,11564.187999999995,0.0,0.0,2.1,0,24,47,2,2,0,1,1.0,0.0,0.0,32.2,0.0,0.0,29,True,4,6,8,False,3.47,24,0.0,0.0,0.0,0.0,IBL,False,1.0,True,0.9999,5
2025-04-05,TS-025,0.0,128734.3,-6807.811999999991,6807.811999999991,0.0,0.0,3.6,0,47,64,30,30,0,0,0.0,0.0,0.0,0.0,0.0,0.0,16,True,4,6,15,False,8.27,25,0.0,0.0,0.0,0.0,SERVICE,False,0.9863,True,0.9894,5
2025-04-06,TS-001,0.0,195399.3,59641.87599999999,59641.87599999999,0.0,0.0,2.0,0,18,18,73,18,0,0,2.0,1.0,1.0,0.0,0.0,0.0,28,True,3,9,26,False,24.83,1,0.0,0.0,0.0,0.0,IBL,False,1.0,True,0.9674,6
2025-04-06,TS-002,279.8,161431.8,25674.37599999999,25674.37599999999,6.2,0.0186,14.1,1488,65,40,27,27,0,0,1.0,0.0,0.0,47.2,0.0,0.0,23,True,3,9,5,True,0.0,2,0.0,0.0,0.0,0.0,SERVICE,False,0.9909,True,0.9502,6
2025-04-06,TS-003,278.1,97378.9,-38378.524000000005,38378.524000000005,6.2,0.0244,16.2,1006,26,16,29,16,0,0,1.0,0.0,0.0,15.0,183.89999999999998,306745.19999999995,16,True,3,9,2,True,0.0,3,0.0,0.0,0.0,0.0,SERVICE,False,0.9985,True,0.9809,6
2025-04-06,TS-004,306.1,189805.8,54048.37599999999,54048.37599999999,6.8,0.0398,15.9,805,37,71,65,37,0,0,2.0,1.0,1.0,17.0,0.19999999999998863,315.3999999999821,12,True,3,9,15,False,8.36,4,1.0,1.0,0.0,0.0,IBL,False,1.0,True,0.9658,6
2025-04-06,TS-005,415.0,136754.8,997.3759999999893,997.3759999999893,9.2,0.0206,14.3,1187,16,43,29,16,0,0,0.0,0.0,0.0,0.0,0.0,0.0,21,True,3,9,21,False,16.58,5,0.0,0.0,0.0,0.0,SERVICE,True,0.635,True,0.6316,6
2025-04-06,TS-006,328.3,108963.4,-26794.024000000005,26794.024000000005,7.3,0.0423,17.4,868,46,15,37,15,0,0,1.0,0.0,0.0,32.1,0.0,0.0,2,False,3,9,7,False,1.87,6,0.0,0.0,0.0,0.0,SERVICE,False,0.9621,True,0.9518,6
2025-04-06,TS-007,0.0,136491.8,734.3759999999893,734.3759999999893,0.0,0.0,3.7,0,26,55,69,26,0,0,0.0,0.0,0.0,0.0,0.0,0.0,29,True,3,9,17,False,10.96,7,0.0,0.0,0.0,0.0,SERVICE,False,0.9727,True,0.9569,6
2025-04-06,TS-008,294.1,211638.3,75880.87599999999,75880.87599999999,6.5,0.0287,15.3,878,106,76,26,26,0,0,2.0,1.0,1.0,15.5,18.899999999999977,29805.299999999963,2,False,3,9,23,False,17.17,8,1.0,0.0,1.0,1.0,IBL,False,1.0,True,0.9846,6
2025-04-06,TS-009,0.0,86204.8,-49552.623999999996,49552.623999999996,0.0,0.0,5.0,0,39,46,42,39,0,0,0.0,0.0,0.0,0.0,0.0,0.0,6,False,3,9,20,False,17.27,9,0.0,0.0,0.0,0.0,SERVICE,False,0.9634,True,0.9666,6
2025-04-06,TS-010,365.0,94221.6,-41535.82399999999,41535.82399999999,8.1,0.0133,17.5,934,4,14,47,4,0,1,0.0,0.0,0.0,17.4,0.0,0.0,25,True,3,9,27,False,24.42,10,0.0,0.0,0.0,0.0,SERVICE,False,0.9805,True,0.9695,6
2025-04-06,TS-011,363.8,90021.1,-45736.32399999999,45736.32399999999,8.1,0.0029,16.5,1133,15,49,65,15,0,0,0.0,0.0,0.0,14.2,0.0,0.0,13,True,3,9,25,False,21.67,11,1.0,0.0,1.0,0.0,SERVICE,False,0.984,True,0.9351,6
2025-04-06,TS-012,385.1,155866.9,20109.475999999995,20109.475999999995,8.6,0.0253,17.6,917,11,61,51,11,0,0,0.0,0.0,0.0,0.0,0.0,0.0,20,True,3,9,22,False,20.26,12,0.0,0.0,0.0,0.0,SERVICE,False,0.9677,True,0.9338,6
2025-04-06,TS-013,0.0,169685.4,33927.975999999995,33927.975999999995,0.0,0.0,5.3,0,65,12,10,10,0,0,0.0,0.0,0.0,0.0,0.0,0.0,13,True,3,9,4,True,0.0,13,0.0,0.0,0.0,0.0,STANDBY,False,0.9429,True,0.9223,6
2025-04-06,TS-014,286.2,151120.2,15362.776000000013,15362.776000000013,6.4,0.0191,16.0,1185,85,117,33,33,0,0,3.0,1.0,1.0,0.0,0.0,0.0,20,True,3,9,3,True,0.0,14,0.0,0.0,0.0,0.0,IBL,False,1.0,True,0.9718,6
2025-04-06,TS-015,0.0,84924.5,-50832.924,50832.924,0.0,0.0,2.1,0,54,102,53,53,0,0,1.0,1.0,1.0,14.4,0.0,0.0,19,True,3,9,1,True,0.0,15,0.0,0.0,0.0,0.0,STANDBY,False,0.9421,True,0.934,6
2025-04-06,TS-016,307.9,98328.3,-37429.123999999996,37429.123999999996,6.8,0.0156,17.9,926,74,13,14,13,0,0,0.0,0.0,0.0,17.6,197.0,250387.0,5,False,3,9,12,False,6.46,16,1.0,0.0,0.0,0.0,SERVICE,False,0.9669,True,0.9358,6
2025-04-06,TS-017,340.8,75753.9,-60003.524000000005,60003.524000000005,7.6,0.0056,14.5,1137,32,38,84,32,0,0,1.0,1.0,1.0,30.8,0.0,0.0,24,True,3,9,30,False,26.31,17,0.0,0.0,0.0,0.0,STANDBY,False,0.939,True,0.9495,6
2025-04-06,TS-018,0.0,147233.3,11475.87599999999,11475.87599999999,0.0,0.0,5.2,0,18,74,82,18,0,0,1.0,0.0,0.0,17.6,72.19999999999999,113859.39999999998,25,True,3,9,24,False,22.0,18,0.0,0.0,0.0,0.0,SERVICE,False,0.9853,True,0.9482,6
2025-04-06,TS-019,394.8,176057.9,40300.475999999995,40300.475999999995,8.8,0.0191,16.8,1030,9,20,20,9,0,0,0.0,0.0,0.0,34.099999999999994,0.0,0.0,21,True,3,9,18,False,13.45,19,1.0,0.0,0.0,0.0,IBL,False,1.0,True,0.9911,6
2025-04-06,TS-020,0.0,187786.6,52029.17600000001,52029.17600000001,0.0,0.0,3.9,0,11,118,109,11,0,0,1.0,0.0,0.0,35.1,0.0,0.0,28,True,3,9,13,False,6.5,20,0.0,0.0,0.0,0.0,IBL,False,1.0,True,0.9865,6
2025-04-06,TS-021,370.8,89523.1,-46234.32399999999,46234.32399999999,8.2,0.0016,15.4,1181,77,44,33,33,0,0,0.0,0.0,0.0,0.0,0.0,0.0,26,True,3,9,10,False,4.48,21,0.0,0.0,0.0,0.0,SERVICE,False,0.9777,True,0.9904,6
2025-04-06,TS-022,326.6,157534.0,21776.576,21776.576,7.3,0.0493,17.6,1153,25,58,33,25,0,0,3.0,1.0,1.0,0.0,0.0,0.0,13,True,3,9,6,False,1.12,22,0.0,0.0,0.0,0.0,IBL,False,1.0,True,0.9663,6
2025-04-06,TS-023,340.4,115969.3,-19788.123999999996,19788.123999999996,7.6,0.0499,17.6,943,87,66,51,51,0,0,1.0,0.0,0.0,15.1,29.19999999999999,55071.199999999975,4,False,3,9,9,False,4.46,23,0.0,0.0,0.0,0.0,SERVICE,False,0.9778,True,0.9573,6
2025-04-06,TS-024,0.0,147106.3,11348.87599999999,11348.87599999999,0.0,0.0,3.7,0,23,46,1,1,0,1,0.0,0.0,0.0,49.1,0.0,0.0,27,True,3,9,19,False,12.96,24,0.0,0.0,0.0,0.0,IBL,False,1.0,True,0.9415,6
2025-04-06,TS-025,0.0,128734.3,-7023.123999999996,7023.123999999996,0.0,0.0,5.2,0,46,63,29,29,0,0,0.0,0.0,0.0,0.0,0.0,0.0,29,True,3,9,28,False,23.96,25,0.0,0.0,0.0,0.0,SERVICE,False,0.9734,True,0.9665,6
2025-04-07,TS-001,415.2,195814.5,59830.640000000014,59830.640000000014,9.2,0.036,14.5,1147,17,17,72,17,0,0,3.0,1.0,1.0,0.0,0.0,0.0,29,True,4,10,6,False,1.16,1,0.0,0.0,0.0,0.0,IBL,False,1.0,True,0.9427,0
2025-04-07,TS-002,0.0,161431.8,25447.940000000002,25447.940000000002,0.0,0.0,3.7,0,64,39,26,26,0,0,2.0,0.0,0.0,63.7,0.0,0.0,17,True,4,10,22,False,14.66,2,0.0,0.0,0.0,0.0,STANDBY,False,0.9341,True,0.9327,0
2025-04-07,TS-003,330.2,97709.2,-38274.65999999999,38274.65999999999,7.3,0.0408,15.6,1410,25,15,28,15,0,0,1.0,0.0,0.0,14.1,183.89999999999998,306745.19999999995,17,True,4,10,17,False,13.9,3,1.0,1.0,0.0,0.0,SERVICE,False,0.9942,True,0.9837,0
2025-04-07,TS-004,0.0,189805.8,53821.94,53821.94,0.0,0.0,5.4,0,36,70,64,36,0,0,1.0,0.0,0.0,17.5,0.19999999999998863,315.3999999999821,4,False,4,10,12,False,6.84,4,0.0,0.0,0.0,0.0,IBL,False,1.0,True,0.978,0
2025-04-07,TS-005,303.3,137058.1,1074.2400000000198,1074.2400000000198,6.7,0.0256,16.2,1141,15,42,28,15,0,0,3.0,0.0,0.0,0.0,0.0,0.0,19,True,4,10,15,False,8.08,5,0.0,0.0,0.0,0.0,STANDBY,False,0.9553,True,0.9657,0
2025-04-07,TS-006,0.0,108963.4,-27020.459999999992,27020.459999999992,0.0,0.0,4.4,0,45,14,36,14,0,0,1.0,0.0,0.0,46.0,0.0,0.0,8,True,4,10,19,False,16.38,6,0.0,0.0,0.0,0.0,SERVICE,False,0.9868,True,0.951,0
2025-04-07,TS-007,356.2,136848.0,864.140000000014,864.140000000014,7.9,0.0262,14.2,1445,25,54,68,25,0,0,3.0,0.0,0.0,0.0,0.0,0.0,14,True,4,10,4,True,0.0,7,0.0,0.0,0.0,0.0,IBL,False,1.0,True,0.9727,0
2025-04-07,TS-008,273.6,211911.8,75927.94,75927.94,6.1,0.0335,15.2,1139,105,75,25,25,0,0,0.0,0.0,0.0,14.4,18.899999999999977,29805.299999999963,6,False,4,10,16,False,12.89,8,0.0,0.0,0.0,0.0,IBL,False,1.0,True,0.9572,0
2025-04-07,TS-009,0.0,86204.8,-49779.05999999998,49779.05999999998,0.0,0.0,4.4,0,38,45,41,38,0,0,0.0,0.0,0.0,0.0,0.0,0.0,17,True,4,10,28,False,25.27,9,0.0,0.0,0.0,0.0,SERVICE,False,0.9999,True,0.9764,0
2025-04-07,TS-010,0.0,94221.6,-41762.25999999998,41762.25999999998,0.0,0.0,5.1,0,3,13,46,3,0,1,0.0,0.0,0.0,17.6,0.0,0.0,29,True,4,10,8,False,2.44,10,0.0,0.0,0.0,0.0,SERVICE,False,0.9821,True,0.9609,0
2025-04-07,TS-011,408.7,90429.8,-45554.05999999998,45554.05999999998,9.1,0.0309,14.9,1184,14,48,64,14,0,0,0.0,0.0,0.0,0.0,0.0,0.0,14,True,4,10,9,False,4.56,11,0.0,0.0,0.0,0.0,SERVICE,False,0.99,True,0.9719,0
2025-04-07,TS-012,374.4,156241.3,20257.440000000002,20257.440000000002,8.3,0.0409,17.1,1048,10,60,50,10,0,0,1.0,1.0,1.0,0.0,0.0,0.0,8,True,4,10,7,False,1.81,12,1.0,0.0,0.0,0.0,IBL,False,1.0,True,0.9503,0
2025-04-07,TS-013,243.9,169929.4,33945.54000000001,33945.54000000001,5.4,0.0081,16.6,1144,64,11,9,9,0,0,0.0,0.0,0.0,0.0,0.0,0.0,16,True,4,10,13,False,8.65,13,0.0,0.0,0.0,0.0,SERVICE,False,0.9818,True,0.9632,0
2025-04-07,TS-014,310.2,151430.3,15446.440000000002,15446.440000000002,6.9,0.0006,14.7,1408,84,116,32,32,0,0,3.0,1.0,1.0,0.0,0.0,0.0,25,True,4,10,27,False,20.29,14,0.0,0.0,0.0,0.0,IBL,False,1.0,True,0.9827,0
2025-04-07,TS-015,365.8,85290.3,-50693.55999999998,50693.55999999998,8.1,0.0059,15.4,813,53,101,52,52,0,0,2.0,1.0,1.0,32.8,0.0,0.0,28,True,4,10,2,True,0.0,15,0.0,0.0,0.0,0.0,SERVICE,True,0.8286,True,0.7217,0
2025-04-07,TS-016,0.0,98328.3,-37655.55999999998,37655.55999999998,0.0,0.0,5.3,0,73,12,13,12,0,0,0.0,0.0,0.0,0.0,197.0,250387.0,17,True,4,10,23,False,20.97,16,1.0,0.0,1.0,0.0,SERVICE,False,0.9697,True,0.9687,0
2025-04-07,TS-017,274.8,76028.7,-59955.15999999999,59955.15999999999,6.1,0.0243,16.1,1460,31,37,83,31,0,0,2.0,1.0,1.0,31.900000000000002,0.0,0.0,20,True,4,10,11,False,5.52,17,0.0,0.0,0.0,0.0,SERVICE,False,0.9649,True,0.9677,0
2025-04-07,TS-018,341.6,147574.8,11590.940000000002,11590.940000000002,7.6,0.0078,17.3,1105,17,73,81,17,0,0,1.0,0.0,0.0,0.0,72.19999999999999,113859.39999999998,14,True,4,10,25,False,22.9,18,1.0,0.0,0.0,0.0,SERVICE,False,0.9702,True,0.9464,0
2025-04-07,TS-019,0.0,176057.9,40074.04000000001,40074.04000000001,0.0,0.0,5.1,0,8,19,19,8,0,0,1.0,0.0,0.0,0.0,0.0,0.0,15,True,4,10,24,False,18.45,19,0.0,0.0,0.0,0.0,IBL,False,1.0,True,0.9692,0
2025-04-07,TS-020,288.1,188074.7,52090.840000000026,52090.840000000026,6.4,0.0218,14.3,1276,10,117,108,10,0,0,0.0,0.0,0.0,33.400000000000006,0.0,0.0,25,True,4,10,1,True,0.0,20,0.0,0.0,0.0,0.0,STANDBY,False,0.9489,True,0.9492,0
